user_id,product_id,category,quantity,sale_date,batch_id
9,10,Blanket,4,2024-01-02,31
29,6,Flour,4,2024-01-02,89
17,2,Cold Drink,1,2024-01-02,66
17,7,Milk,5,2024-01-02,76
21,10,Blanket,3,2024-01-02,89
28,4,Soup,1,2024-01-02,88
41,6,Flour,1,2024-01-02,40
19,5,Rice,3,2024-01-02,82
45,5,Rice,1,2024-01-02,77
40,3,Heater,2,2024-01-02,3
43,4,Soup,3,2024-01-02,15
19,10,Blanket,4,2024-01-02,35
41,1,Ice Cream,1,2024-01-02,56
27,9,Mango Juice,1,2024-01-02,83
5,8,Shampoo,5,2024-01-02,12
26,5,Rice,3,2024-01-02,74
31,4,Soup,4,2024-01-02,39
38,3,Heater,5,2024-01-02,50
30,3,Heater,2,2024-01-02,9
31,6,Flour,4,2024-01-02,89
6,8,Shampoo,2,2024-01-02,22
14,8,Shampoo,4,2024-01-02,21
1,8,Shampoo,3,2024-01-02,41
19,10,Blanket,2,2024-01-02,13
7,10,Blanket,3,2024-01-02,29
40,7,Milk,3,2024-01-02,87
40,9,Mango Juice,1,2024-01-02,86
4,7,Milk,4,2024-01-02,74
28,7,Milk,3,2024-01-02,37
13,5,Rice,2,2024-01-02,67
33,10,Blanket,2,2024-01-02,80
21,10,Blanket,1,2024-01-02,92
13,3,Heater,1,2024-01-02,49
45,7,Milk,2,2024-01-02,6
37,3,Heater,3,2024-01-02,59
39,8,Shampoo,2,2024-01-02,39
2,3,Heater,4,2024-01-02,37
42,5,Rice,3,2024-01-02,17
32,4,Soup,3,2024-01-02,49
30,8,Shampoo,1,2024-01-02,34
20,8,Shampoo,4,2024-01-02,71
20,3,Heater,3,2024-01-02,74
34,5,Rice,2,2024-01-02,23
19,5,Rice,2,2024-01-02,29
13,10,Blanket,3,2024-01-02,22
24,6,Flour,3,2024-01-02,58
48,7,Milk,3,2024-01-02,40
1,6,Flour,4,2024-01-02,35
39,8,Shampoo,2,2024-01-02,27
45,8,Shampoo,2,2024-01-02,48
15,8,Shampoo,1,2024-01-02,45
42,5,Rice,4,2024-01-02,12
16,10,Blanket,2,2024-01-02,73
13,7,Milk,5,2024-01-02,90
11,1,Ice Cream,1,2024-01-02,36
39,5,Rice,4,2024-01-02,64
40,10,Blanket,2,2024-01-02,10
15,8,Shampoo,4,2024-01-02,57
8,1,Ice Cream,1,2024-01-02,66
38,7,Milk,3,2024-01-02,82
14,6,Flour,3,2024-01-02,90
49,10,Blanket,3,2024-01-02,79
33,1,Ice Cream,2,2024-01-02,81
47,9,Mango Juice,1,2024-01-02,61
10,10,Blanket,4,2024-01-02,92
46,4,Soup,2,2024-01-02,32
1,10,Blanket,2,2024-01-02,72
27,7,Milk,5,2024-01-02,92
22,6,Flour,2,2024-01-02,74
10,8,Shampoo,4,2024-01-02,70
18,8,Shampoo,5,2024-01-02,30
12,2,Cold Drink,2,2024-01-02,14
6,7,Milk,4,2024-01-02,91
20,8,Shampoo,3,2024-01-02,62
8,5,Rice,3,2024-01-02,97
8,6,Flour,2,2024-01-02,41
13,1,Ice Cream,1,2024-01-02,44
11,6,Flour,4,2024-01-02,96
40,4,Soup,2,2024-01-02,82
7,3,Heater,5,2024-01-02,48
30,6,Flour,2,2024-01-02,16
38,10,Blanket,4,2024-01-03,96
6,10,Blanket,3,2024-01-03,21
41,6,Flour,2,2024-01-03,14
19,3,Heater,3,2024-01-03,61
7,3,Heater,4,2024-01-03,51
18,4,Soup,3,2024-01-03,83
26,6,Flour,4,2024-01-03,32
25,9,Mango Juice,2,2024-01-03,67
32,4,Soup,4,2024-01-03,16
46,7,Milk,5,2024-01-03,96
39,7,Milk,2,2024-01-03,82
1,9,Mango Juice,1,2024-01-03,99
18,4,Soup,2,2024-01-03,80
34,4,Soup,3,2024-01-03,59
18,6,Flour,4,2024-01-03,4
44,4,Soup,3,2024-01-03,74
37,5,Rice,2,2024-01-03,10
34,8,Shampoo,5,2024-01-03,91
32,8,Shampoo,3,2024-01-03,31
24,10,Blanket,2,2024-01-03,25
43,3,Heater,4,2024-01-03,45
29,4,Soup,5,2024-01-03,21
28,1,Ice Cream,1,2024-01-03,65
43,9,Mango Juice,2,2024-01-03,53
34,6,Flour,4,2024-01-03,4
45,3,Heater,4,2024-01-03,45
50,5,Rice,4,2024-01-03,88
49,8,Shampoo,5,2024-01-03,57
50,3,Heater,3,2024-01-03,90
5,3,Heater,3,2024-01-03,64
48,10,Blanket,3,2024-01-03,79
9,3,Heater,2,2024-01-03,73
36,5,Rice,2,2024-01-03,37
48,4,Soup,2,2024-01-03,65
8,4,Soup,4,2024-01-03,41
18,8,Shampoo,2,2024-01-03,90
4,10,Blanket,4,2024-01-03,82
2,7,Milk,1,2024-01-03,91
17,4,Soup,5,2024-01-03,71
3,4,Soup,1,2024-01-03,26
26,9,Mango Juice,1,2024-01-03,12
8,5,Rice,2,2024-01-03,1
7,3,Heater,2,2024-01-03,32
19,7,Milk,4,2024-01-03,77
8,10,Blanket,4,2024-01-03,38
40,6,Flour,5,2024-01-03,98
17,6,Flour,2,2024-01-03,64
5,10,Blanket,5,2024-01-03,50
39,6,Flour,2,2024-01-03,92
8,3,Heater,2,2024-01-03,11
8,6,Flour,4,2024-01-03,77
19,7,Milk,5,2024-01-03,19
6,10,Blanket,2,2024-01-03,3
25,5,Rice,2,2024-01-03,94
2,4,Soup,3,2024-01-03,29
5,1,Ice Cream,1,2024-01-03,27
11,8,Shampoo,4,2024-01-03,40
27,3,Heater,4,2024-01-03,96
12,3,Heater,5,2024-01-03,45
37,8,Shampoo,2,2024-01-03,74
36,5,Rice,2,2024-01-03,91
33,7,Milk,3,2024-01-03,16
42,3,Heater,1,2024-01-03,85
1,8,Shampoo,2,2024-01-03,28
49,6,Flour,4,2024-01-03,81
40,2,Cold Drink,1,2024-01-03,47
30,5,Rice,2,2024-01-03,67
1,5,Rice,1,2024-01-04,33
17,2,Cold Drink,1,2024-01-04,11
48,7,Milk,2,2024-01-04,22
19,1,Ice Cream,1,2024-01-04,47
32,6,Flour,3,2024-01-04,39
47,5,Rice,3,2024-01-04,85
33,9,Mango Juice,2,2024-01-04,1
3,5,Rice,4,2024-01-04,31
46,5,Rice,3,2024-01-04,85
42,3,Heater,2,2024-01-04,44
37,10,Blanket,4,2024-01-04,91
27,4,Soup,2,2024-01-04,69
4,3,Heater,5,2024-01-04,9
3,3,Heater,3,2024-01-04,84
9,5,Rice,2,2024-01-04,56
13,1,Ice Cream,1,2024-01-04,46
3,4,Soup,2,2024-01-04,85
17,1,Ice Cream,1,2024-01-04,87
35,8,Shampoo,4,2024-01-04,7
22,4,Soup,5,2024-01-04,61
33,8,Shampoo,4,2024-01-04,37
5,2,Cold Drink,1,2024-01-04,28
47,10,Blanket,4,2024-01-04,44
48,7,Milk,5,2024-01-04,27
6,2,Cold Drink,1,2024-01-04,14
27,7,Milk,4,2024-01-04,36
46,4,Soup,2,2024-01-04,22
10,7,Milk,5,2024-01-04,34
5,6,Flour,2,2024-01-04,94
2,6,Flour,4,2024-01-04,28
33,10,Blanket,3,2024-01-04,76
50,6,Flour,1,2024-01-04,61
46,8,Shampoo,5,2024-01-04,61
44,1,Ice Cream,1,2024-01-04,54
13,4,Soup,2,2024-01-04,27
35,8,Shampoo,2,2024-01-04,13
30,4,Soup,2,2024-01-04,61
47,5,Rice,2,2024-01-04,84
4,5,Rice,2,2024-01-04,55
11,7,Milk,4,2024-01-04,66
6,5,Rice,4,2024-01-04,18
22,5,Rice,2,2024-01-04,79
9,9,Mango Juice,1,2024-01-04,26
34,8,Shampoo,2,2024-01-04,25
23,3,Heater,4,2024-01-04,76
34,1,Ice Cream,2,2024-01-05,99
14,1,Ice Cream,1,2024-01-05,83
31,3,Heater,1,2024-01-05,2
5,8,Shampoo,3,2024-01-05,39
30,10,Blanket,3,2024-01-05,49
14,8,Shampoo,3,2024-01-05,24
7,8,Shampoo,5,2024-01-05,42
18,10,Blanket,2,2024-01-05,50
6,3,Heater,2,2024-01-05,38
23,6,Flour,1,2024-01-05,74
50,3,Heater,3,2024-01-05,15
6,8,Shampoo,1,2024-01-05,93
27,6,Flour,4,2024-01-05,82
41,9,Mango Juice,1,2024-01-05,3
32,6,Flour,1,2024-01-05,6
38,9,Mango Juice,1,2024-01-05,80
44,4,Soup,3,2024-01-05,11
33,6,Flour,2,2024-01-05,24
48,4,Soup,3,2024-01-05,43
32,4,Soup,2,2024-01-05,22
18,6,Flour,3,2024-01-05,44
12,1,Ice Cream,1,2024-01-05,29
49,7,Milk,2,2024-01-05,28
14,2,Cold Drink,1,2024-01-05,49
29,4,Soup,5,2024-01-05,50
43,8,Shampoo,2,2024-01-05,99
3,7,Milk,4,2024-01-05,89
19,4,Soup,3,2024-01-05,81
31,4,Soup,4,2024-01-05,61
39,3,Heater,2,2024-01-05,40
34,2,Cold Drink,1,2024-01-05,26
9,4,Soup,4,2024-01-05,62
31,10,Blanket,3,2024-01-05,84
33,1,Ice Cream,1,2024-01-05,82
44,9,Mango Juice,1,2024-01-05,6
25,2,Cold Drink,1,2024-01-05,96
39,5,Rice,5,2024-01-05,36
5,6,Flour,4,2024-01-05,47
28,9,Mango Juice,1,2024-01-05,58
2,6,Flour,2,2024-01-05,58
2,7,Milk,5,2024-01-05,100
5,3,Heater,4,2024-01-05,64
46,7,Milk,2,2024-01-05,4
12,10,Blanket,3,2024-01-05,21
47,5,Rice,1,2024-01-06,46
30,2,Cold Drink,1,2024-01-06,5
33,2,Cold Drink,1,2024-01-06,57
15,3,Heater,1,2024-01-06,11
44,1,Ice Cream,1,2024-01-06,44
44,3,Heater,2,2024-01-06,18
40,3,Heater,5,2024-01-06,30
44,3,Heater,5,2024-01-06,25
46,9,Mango Juice,1,2024-01-06,89
14,1,Ice Cream,2,2024-01-06,14
14,8,Shampoo,5,2024-01-06,67
46,9,Mango Juice,1,2024-01-06,5
27,5,Rice,3,2024-01-06,13
9,3,Heater,3,2024-01-06,22
36,5,Rice,2,2024-01-06,35
22,6,Flour,1,2024-01-06,91
49,4,Soup,5,2024-01-06,91
1,7,Milk,4,2024-01-06,95
40,7,Milk,5,2024-01-06,43
15,5,Rice,2,2024-01-06,78
41,6,Flour,3,2024-01-06,54
31,8,Shampoo,2,2024-01-06,47
9,8,Shampoo,2,2024-01-06,67
33,8,Shampoo,3,2024-01-06,87
30,7,Milk,4,2024-01-06,72
40,4,Soup,4,2024-01-06,67
23,3,Heater,1,2024-01-06,59
9,10,Blanket,2,2024-01-06,13
25,8,Shampoo,4,2024-01-06,58
11,3,Heater,3,2024-01-06,6
30,8,Shampoo,2,2024-01-06,30
48,7,Milk,5,2024-01-06,81
38,6,Flour,2,2024-01-06,53
20,4,Soup,2,2024-01-06,62
27,8,Shampoo,1,2024-01-06,55
30,7,Milk,2,2024-01-06,14
23,6,Flour,1,2024-01-06,35
12,5,Rice,1,2024-01-06,73
27,8,Shampoo,5,2024-01-06,92
21,7,Milk,5,2024-01-06,31
43,7,Milk,5,2024-01-06,100
37,2,Cold Drink,1,2024-01-06,70
32,7,Milk,3,2024-01-06,27
20,4,Soup,1,2024-01-06,73
45,8,Shampoo,4,2024-01-06,4
13,8,Shampoo,3,2024-01-06,100
26,4,Soup,2,2024-01-06,42
39,4,Soup,3,2024-01-06,11
17,1,Ice Cream,1,2024-01-06,81
49,5,Rice,2,2024-01-06,24
44,6,Flour,5,2024-01-06,3
33,6,Flour,1,2024-01-06,48
32,9,Mango Juice,1,2024-01-06,56
2,5,Rice,2,2024-01-06,26
17,7,Milk,3,2024-01-06,46
5,4,Soup,3,2024-01-06,4
30,7,Milk,4,2024-01-06,90
31,7,Milk,4,2024-01-06,92
38,5,Rice,4,2024-01-06,43
49,2,Cold Drink,2,2024-01-06,45
41,6,Flour,3,2024-01-06,26
39,4,Soup,4,2024-01-06,51
50,5,Rice,3,2024-01-06,13
43,4,Soup,3,2024-01-06,60
7,10,Blanket,3,2024-01-06,80
32,7,Milk,3,2024-01-06,1
40,8,Shampoo,3,2024-01-06,2
14,6,Flour,3,2024-01-06,13
49,10,Blanket,1,2024-01-06,48
49,10,Blanket,3,2024-01-06,9
6,8,Shampoo,2,2024-01-06,53
18,3,Heater,5,2024-01-06,31
7,9,Mango Juice,2,2024-01-06,10
43,1,Ice Cream,1,2024-01-06,98
43,8,Shampoo,1,2024-01-06,12
22,2,Cold Drink,1,2024-01-06,47
21,7,Milk,3,2024-01-06,73
21,8,Shampoo,3,2024-01-06,8
42,5,Rice,4,2024-01-06,3
29,5,Rice,2,2024-01-06,34
26,8,Shampoo,4,2024-01-06,70
49,5,Rice,3,2024-01-06,49
30,3,Heater,4,2024-01-06,84
16,7,Milk,3,2024-01-06,37
28,6,Flour,4,2024-01-06,60
42,6,Flour,3,2024-01-06,69
28,4,Soup,5,2024-01-07,80
6,10,Blanket,2,2024-01-07,80
5,8,Shampoo,3,2024-01-07,1
21,3,Heater,5,2024-01-07,75
20,6,Flour,3,2024-01-07,11
41,6,Flour,1,2024-01-07,20
24,2,Cold Drink,2,2024-01-07,92
6,3,Heater,5,2024-01-07,81
31,8,Shampoo,2,2024-01-07,82
6,2,Cold Drink,1,2024-01-07,73
22,10,Blanket,4,2024-01-07,21
3,5,Rice,2,2024-01-07,71
26,7,Milk,2,2024-01-07,35
40,4,Soup,2,2024-01-07,62
1,10,Blanket,2,2024-01-07,61
19,1,Ice Cream,1,2024-01-07,17
4,3,Heater,2,2024-01-07,83
1,7,Milk,2,2024-01-07,15
12,7,Milk,3,2024-01-07,3
19,9,Mango Juice,1,2024-01-07,28
33,5,Rice,2,2024-01-07,91
41,7,Milk,3,2024-01-07,92
49,3,Heater,4,2024-01-07,28
21,8,Shampoo,5,2024-01-07,80
42,9,Mango Juice,1,2024-01-07,47
32,7,Milk,2,2024-01-07,5
48,8,Shampoo,1,2024-01-07,86
17,5,Rice,1,2024-01-07,34
19,10,Blanket,3,2024-01-07,62
42,6,Flour,3,2024-01-07,31
4,3,Heater,5,2024-01-07,9
38,5,Rice,3,2024-01-07,41
32,8,Shampoo,5,2024-01-07,64
42,4,Soup,2,2024-01-07,36
8,4,Soup,3,2024-01-07,94
9,1,Ice Cream,2,2024-01-07,17
34,9,Mango Juice,1,2024-01-07,81
7,8,Shampoo,4,2024-01-07,61
19,6,Flour,4,2024-01-07,19
8,6,Flour,3,2024-01-07,12
23,10,Blanket,1,2024-01-07,93
42,2,Cold Drink,1,2024-01-07,100
44,6,Flour,5,2024-01-07,19
6,10,Blanket,1,2024-01-07,45
45,10,Blanket,3,2024-01-07,13
12,4,Soup,4,2024-01-07,22
41,8,Shampoo,3,2024-01-07,82
7,4,Soup,4,2024-01-07,81
41,6,Flour,3,2024-01-07,59
11,7,Milk,3,2024-01-07,2
18,5,Rice,3,2024-01-07,19
33,3,Heater,2,2024-01-07,89
49,6,Flour,2,2024-01-07,78
32,4,Soup,2,2024-01-07,1
24,3,Heater,3,2024-01-07,94
3,6,Flour,3,2024-01-07,24
27,10,Blanket,2,2024-01-07,13
14,3,Heater,5,2024-01-07,40
32,10,Blanket,3,2024-01-07,35
37,3,Heater,3,2024-01-07,38
10,8,Shampoo,1,2024-01-07,16
34,5,Rice,3,2024-01-07,50
32,2,Cold Drink,1,2024-01-07,25
43,8,Shampoo,2,2024-01-07,53
23,5,Rice,2,2024-01-08,62
35,7,Milk,1,2024-01-08,70
16,8,Shampoo,3,2024-01-08,63
40,5,Rice,3,2024-01-08,91
28,3,Heater,1,2024-01-08,68
23,5,Rice,2,2024-01-08,86
30,9,Mango Juice,1,2024-01-08,82
34,10,Blanket,2,2024-01-08,99
13,5,Rice,1,2024-01-08,96
16,5,Rice,4,2024-01-08,63
36,5,Rice,2,2024-01-08,1
14,3,Heater,2,2024-01-08,97
7,7,Milk,2,2024-01-08,84
43,4,Soup,4,2024-01-08,60
4,8,Shampoo,1,2024-01-08,75
19,10,Blanket,3,2024-01-08,7
22,3,Heater,1,2024-01-08,9
10,6,Flour,2,2024-01-08,25
43,7,Milk,3,2024-01-08,14
1,10,Blanket,5,2024-01-08,18
2,6,Flour,2,2024-01-08,72
43,6,Flour,3,2024-01-08,14
15,4,Soup,3,2024-01-08,18
15,7,Milk,5,2024-01-08,19
37,10,Blanket,2,2024-01-08,64
1,5,Rice,2,2024-01-08,24
5,3,Heater,3,2024-01-08,34
32,8,Shampoo,2,2024-01-08,74
30,2,Cold Drink,1,2024-01-08,2
41,3,Heater,4,2024-01-08,25
21,10,Blanket,2,2024-01-08,85
5,3,Heater,3,2024-01-08,59
33,8,Shampoo,3,2024-01-08,66
5,3,Heater,4,2024-01-08,58
8,3,Heater,4,2024-01-08,44
1,3,Heater,2,2024-01-08,17
8,5,Rice,5,2024-01-08,84
24,3,Heater,4,2024-01-08,52
3,6,Flour,3,2024-01-08,27
8,6,Flour,3,2024-01-08,17
20,3,Heater,5,2024-01-08,91
28,10,Blanket,2,2024-01-08,60
3,2,Cold Drink,1,2024-01-08,93
27,3,Heater,5,2024-01-08,25
23,4,Soup,4,2024-01-08,89
44,10,Blanket,4,2024-01-08,95
33,6,Flour,4,2024-01-08,35
42,3,Heater,2,2024-01-08,92
48,5,Rice,4,2024-01-08,28
10,4,Soup,3,2024-01-08,63
39,5,Rice,2,2024-01-08,81
35,3,Heater,5,2024-01-08,26
1,8,Shampoo,4,2024-01-08,14
2,3,Heater,4,2024-01-08,37
42,4,Soup,3,2024-01-08,71
41,10,Blanket,2,2024-01-08,79
34,4,Soup,1,2024-01-08,98
15,7,Milk,4,2024-01-08,16
4,5,Rice,2,2024-01-08,94
20,3,Heater,3,2024-01-08,72
6,5,Rice,3,2024-01-08,39
40,4,Soup,1,2024-01-08,60
47,7,Milk,2,2024-01-08,43
39,7,Milk,2,2024-01-08,97
27,6,Flour,2,2024-01-08,95
23,4,Soup,2,2024-01-08,18
47,10,Blanket,1,2024-01-08,32
37,8,Shampoo,2,2024-01-08,33
44,8,Shampoo,5,2024-01-08,8
9,4,Soup,4,2024-01-08,89
43,3,Heater,5,2024-01-08,64
46,6,Flour,5,2024-01-08,78
34,4,Soup,2,2024-01-08,28
49,6,Flour,3,2024-01-08,5
2,3,Heater,4,2024-01-09,59
17,2,Cold Drink,1,2024-01-09,6
11,6,Flour,2,2024-01-09,51
15,7,Milk,5,2024-01-09,78
8,9,Mango Juice,2,2024-01-09,88
30,10,Blanket,2,2024-01-09,72
45,4,Soup,2,2024-01-09,33
30,2,Cold Drink,1,2024-01-09,85
39,7,Milk,1,2024-01-09,53
17,1,Ice Cream,1,2024-01-09,11
4,5,Rice,4,2024-01-09,6
15,6,Flour,1,2024-01-09,45
27,10,Blanket,3,2024-01-09,33
46,7,Milk,4,2024-01-09,45
42,3,Heater,2,2024-01-09,47
43,10,Blanket,3,2024-01-09,65
31,10,Blanket,1,2024-01-09,14
7,4,Soup,2,2024-01-09,69
47,8,Shampoo,4,2024-01-09,73
7,4,Soup,3,2024-01-09,86
4,8,Shampoo,2,2024-01-09,44
40,4,Soup,3,2024-01-09,3
8,1,Ice Cream,1,2024-01-09,16
28,5,Rice,3,2024-01-09,60
5,6,Flour,1,2024-01-09,14
14,9,Mango Juice,1,2024-01-09,77
13,3,Heater,4,2024-01-09,90
28,7,Milk,2,2024-01-09,10
14,7,Milk,2,2024-01-09,100
41,5,Rice,1,2024-01-09,43
43,6,Flour,3,2024-01-09,42
18,7,Milk,2,2024-01-09,29
35,7,Milk,3,2024-01-09,2
11,1,Ice Cream,1,2024-01-09,14
29,10,Blanket,4,2024-01-09,24
24,6,Flour,2,2024-01-09,97
41,3,Heater,2,2024-01-09,83
34,6,Flour,2,2024-01-09,9
7,3,Heater,3,2024-01-09,45
27,4,Soup,3,2024-01-09,42
12,4,Soup,1,2024-01-09,82
45,10,Blanket,3,2024-01-09,71
11,8,Shampoo,5,2024-01-09,45
12,2,Cold Drink,2,2024-01-09,71
25,8,Shampoo,3,2024-01-09,6
10,6,Flour,2,2024-01-09,63
48,5,Rice,5,2024-01-09,46
21,1,Ice Cream,1,2024-01-09,15
37,6,Flour,1,2024-01-09,83
46,10,Blanket,1,2024-01-09,44
27,6,Flour,3,2024-01-09,37
19,5,Rice,2,2024-01-09,66
18,9,Mango Juice,1,2024-01-09,14
27,10,Blanket,1,2024-01-09,59
17,10,Blanket,3,2024-01-09,79
1,10,Blanket,2,2024-01-09,53
24,10,Blanket,2,2024-01-09,74
13,6,Flour,3,2024-01-09,92
14,6,Flour,2,2024-01-09,46
23,7,Milk,4,2024-01-09,55
10,3,Heater,4,2024-01-09,39
1,6,Flour,2,2024-01-09,88
34,6,Flour,2,2024-01-09,69
48,4,Soup,3,2024-01-09,54
16,7,Milk,2,2024-01-09,81
9,5,Rice,4,2024-01-09,51
40,3,Heater,5,2024-01-09,30
24,9,Mango Juice,1,2024-01-09,21
50,3,Heater,5,2024-01-09,26
11,6,Flour,3,2024-01-09,65
47,10,Blanket,4,2024-01-09,76
11,1,Ice Cream,1,2024-01-09,86
40,9,Mango Juice,2,2024-01-09,32
28,9,Mango Juice,1,2024-01-09,64
20,10,Blanket,3,2024-01-10,92
31,3,Heater,1,2024-01-10,2
27,6,Flour,2,2024-01-10,80
43,2,Cold Drink,1,2024-01-10,28
30,6,Flour,4,2024-01-10,69
24,7,Milk,5,2024-01-10,62
22,5,Rice,3,2024-01-10,99
25,7,Milk,2,2024-01-10,39
44,10,Blanket,4,2024-01-10,3
11,9,Mango Juice,1,2024-01-10,21
14,8,Shampoo,1,2024-01-10,92
12,5,Rice,2,2024-01-10,19
36,2,Cold Drink,2,2024-01-10,16
50,1,Ice Cream,2,2024-01-10,6
37,9,Mango Juice,1,2024-01-10,77
18,10,Blanket,2,2024-01-10,45
15,7,Milk,1,2024-01-10,68
6,7,Milk,2,2024-01-10,57
12,10,Blanket,4,2024-01-10,94
9,8,Shampoo,2,2024-01-10,7
7,4,Soup,3,2024-01-10,3
41,10,Blanket,2,2024-01-10,12
10,1,Ice Cream,1,2024-01-10,29
13,8,Shampoo,2,2024-01-10,43
43,10,Blanket,3,2024-01-10,67
35,5,Rice,2,2024-01-10,55
25,10,Blanket,3,2024-01-10,66
28,10,Blanket,3,2024-01-10,22
35,6,Flour,3,2024-01-10,26
45,10,Blanket,5,2024-01-10,65
26,5,Rice,5,2024-01-10,45
20,10,Blanket,4,2024-01-10,88
45,10,Blanket,3,2024-01-10,3
42,10,Blanket,2,2024-01-10,9
26,4,Soup,3,2024-01-10,2
32,7,Milk,1,2024-01-10,75
10,4,Soup,2,2024-01-10,49
38,6,Flour,4,2024-01-10,82
28,6,Flour,3,2024-01-10,59
25,6,Flour,3,2024-01-10,35
18,10,Blanket,2,2024-01-10,98
29,6,Flour,2,2024-01-10,33
21,10,Blanket,2,2024-01-10,95
23,6,Flour,2,2024-01-10,15
45,9,Mango Juice,2,2024-01-10,90
30,1,Ice Cream,1,2024-01-10,15
27,6,Flour,1,2024-01-10,65
36,5,Rice,1,2024-01-10,95
26,10,Blanket,3,2024-01-10,32
2,7,Milk,4,2024-01-10,13
13,4,Soup,3,2024-01-10,53
11,7,Milk,4,2024-01-10,89
24,5,Rice,5,2024-01-10,27
29,3,Heater,2,2024-01-10,4
28,7,Milk,1,2024-01-10,95
2,7,Milk,3,2024-01-10,65
19,5,Rice,1,2024-01-10,93
21,4,Soup,2,2024-01-10,88
39,4,Soup,4,2024-01-10,2
6,7,Milk,2,2024-01-10,46
42,10,Blanket,4,2024-01-10,95
31,8,Shampoo,4,2024-01-10,36
19,10,Blanket,4,2024-01-10,7
19,5,Rice,2,2024-01-10,20
19,3,Heater,1,2024-01-10,60
4,6,Flour,5,2024-01-10,93
28,6,Flour,3,2024-01-10,26
4,6,Flour,4,2024-01-10,10
17,5,Rice,4,2024-01-10,63
47,5,Rice,2,2024-01-10,83
39,1,Ice Cream,1,2024-01-10,91
39,10,Blanket,3,2024-01-10,93
50,8,Shampoo,2,2024-01-10,16
4,8,Shampoo,2,2024-01-10,21
24,7,Milk,3,2024-01-10,23
37,3,Heater,4,2024-01-10,95
5,7,Milk,2,2024-01-10,51
10,4,Soup,3,2024-01-10,33
33,6,Flour,4,2024-01-10,99
36,4,Soup,2,2024-01-10,30
5,1,Ice Cream,2,2024-01-10,93
